ID;FFECHA;Mora30;Mora60;MoraMax_UltimoSemestre;Experiencia;PersonasCargo;GastosFamiliares;GastoArriendo;TiempoActividad;OCUPACION;TIPCONTRATO;Edad;Estado_Civil;Genero;Ingresos;Nivel_Academico;Tipo_Vivienda;TiempoCliente;Tiempo_SistemaFro;PORCEND;Obligaciones_SistemaFro
148;201701;0;0;0;0;1;8550;0;1;EMPLEADO;TÉRMINO INDEFINIDO;49;DIVORCIADO;MASCULINO;12761,19403;TECNÓLOGO;FAMILIAR;54;0;1,052631579;0
149;201705;1;1;105;0;0;8880;0;2;EMPLEADO;TÉRMINO INDEFINIDO;32;SOLTERO;MASCULINO;13253,73134;UNIVERSITARIO;FAMILIAR;5;66;1,013513514;0
150;201704;0;0;0;0;0;6360;150000;2;EMPLEADO;TÉRMINO INDEFINIDO;32;OTROS;MASCULINO;9492,537313;BACHILLER;FAMILIAR;0;0;0,471698113;0
151;201705;1;1;199;0;0;9600;0;2;EMPLEADO;TÉRMINO INDEFINIDO;31;OTROS;MASCULINO;10268,65672;BACHILLER;FAMILIAR;58;58;0,436046512;0
152;201707;1;1;78;0;4;8828,28;0;9;EMPLEADO;TÉRMINO FIJO;41;CASADO;MASCULINO;13176,53731;UNIVERSITARIO;FAMILIAR;6;8;1,019451128;0
153;201706;0;0;16;0;0;6880;0;1;EMPLEADO;TÉRMINO INDEFINIDO;37;SOLTERO;MASCULINO;10268,65672;UNIVERSITARIO;FAMILIAR;0;0;0,436046512;0
154;201705;0;0;0;1;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;32;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;16;16;0,974025974;1
155;201807;0;0;28;0;0;9000;0;1;EMPLEADO;TÉRMINO FIJO;41;SOLTERO;MASCULINO;13432,83582;ESPECIALIZACIÓN;FAMILIAR;49;0;0,555555556;0
156;201706;0;0;0;0;0;7292,61;0;3;JUBILADOS/PENSIONADO;OTROS;64;SOLTERO;MASCULINO;10884,49254;UNIVERSITARIO;PROPIA;105;0;0,548500468;0
157;201708;0;0;0;0;0;9358,57;0;8;JUBILADOS/PENSIONADO;OTROS;63;SOLTERO;MASCULINO;13968,01493;UNIVERSITARIO;PROPIA;109;0;0,961685386;0
158;201706;0;0;0;0;0;7340,54;0;1;JUBILADOS/PENSIONADO;OTROS;61;CASADO;MASCULINO;10956,02985;UNIVERSITARIO;PROPIA;202;0;0,953608318;0
159;201710;0;0;0;1;2;6540,41;0;4;JUBILADOS/PENSIONADO;OTROS;64;CASADO;MASCULINO;9761,80597;OTROS;FAMILIAR;2;88;1,070269295;1
160;201705;0;0;29;0;2;6168;0;2;EMPLEADO;TÉRMINO INDEFINIDO;62;CASADO;MASCULINO;9205,970149;TECNÓLOGO;FAMILIAR;0;0;0,486381323;0
161;201710;0;0;13;0;0;7600;0;1;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;56;DIVORCIADO;MASCULINO;10656,71642;BACHILLER;FAMILIAR;43;0;0,56022409;0
162;201702;1;0;47;1;0;6160;0;9;EMPLEADO;TÉRMINO INDEFINIDO;53;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;9;0;0,974025974;0
163;201708;0;0;0;0;0;7514;0;1;EMPLEADO;TÉRMINO INDEFINIDO;49;OTROS;MASCULINO;11214,92537;BACHILLER;PROPIA;0;0;0,532339633;0
164;201706;0;0;0;0;0;6160;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;31;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
165;201708;0;0;17;0;1;6160;0;3;EMPLEADO;TÉRMINO INDEFINIDO;38;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
166;201704;0;0;17;0;0;8718,84;0;2;EMPLEADO;TÉRMINO INDEFINIDO;33;CASADO;MASCULINO;13013,19403;TECNÓLOGO;FAMILIAR;0;0;0,458776626;0
167;201808;0;0;0;0;1;8600;0;866880;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;45;OTROS;MASCULINO;12835,8209;BACHILLER;FAMILIAR;40;0;1,046511628;0
168;201709;0;0;0;0;1;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;37;OTROS;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;0;0;0,5;0
169;201809;0;0;0;0;1;9000;250000;1;EMPLEADO;OBRA, LABOR O MISIÓN;31;OTROS;MASCULINO;13432,83582;TECNÓLOGO;FAMILIAR;4;0;0,666666667;0
170;201711;0;0;18;0;0;9744;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;14543,28358;TECNÓLOGO;FAMILIAR;5;0;1,026272578;0
171;201709;0;0;17;1;0;6691,1;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;39;SOLTERO;MASCULINO;9986,716418;TECNÓLOGO;FAMILIAR;2;102;1,046165802;1
172;201705;0;0;0;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;13432,83582;UNIVERSITARIO;FAMILIAR;41;0;0,555555556;0
173;201710;0;0;0;0;0;7340,41;0;2;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;10955,83582;UNIVERSITARIO;FAMILIAR;0;0;0,544928689;0
174;201711;0;0;18;0;3;6880;0;4;EMPLEADO;TÉRMINO INDEFINIDO;37;CASADO;MASCULINO;10268,65672;BACHILLER;PROPIA;2;0;1,017441861;0
175;201709;0;0;30;1;1;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;CASADO;MASCULINO;9194,029851;OTROS;FAMILIAR;7;7;0,649350649;1
176;201712;0;0;16;0;3;9700;0;1;EMPLEADO;TÉRMINO FIJO;49;CASADO;MASCULINO;14477,61194;BACHILLER;FAMILIAR;2;2;1,030927835;1
177;201704;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;0;0;0,5;0
178;201712;0;0;17;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;13432,83582;TECNÓLOGO;FAMILIAR;35;0;1;0
179;201712;0;0;13;0;0;8000;0;1;EMPLEADO;OTROS;29;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;59;0;0,5;0
180;201706;0;0;0;1;0;9500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;14179,10448;UNIVERSITARIO;FAMILIAR;4;14;1,052631579;1
181;201707;0;0;0;0;1;7315;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;10917,91045;TECNÓLOGO;FAMILIAR;2;2;0,956937799;1
182;201801;0;0;0;1;0;7730;0;29;EMPLEADO;OBRA, LABOR O MISIÓN;29;CASADO;MASCULINO;11537,31343;BACHILLER;FAMILIAR;9;51;1,034928849;1
183;201710;1;1;61;1;2;8696,91;0;2;EMPLEADO;TÉRMINO INDEFINIDO;34;OTROS;MASCULINO;12980,46269;BACHILLER;FAMILIAR;3;9;0,689900206;2
184;201706;0;0;17;0;5;9160;150000;1;EMPLEADO;TÉRMINO INDEFINIDO;29;CASADO;MASCULINO;13671,64179;BACHILLER;ALQUILADA;15;0;0,982532751;0
185;201712;1;1;77;0;0;6231,18;0;1;EMPLEADO;TÉRMINO FIJO;30;OTROS;MASCULINO;9300,268657;BACHILLER;FAMILIAR;0;0;0,481449742;0
186;201703;1;0;46;1;0;6160;0;2;JUBILADOS/PENSIONADO;OTROS;29;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;38;38;0,974025974;1
187;201709;0;0;0;1;0;6170;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;32;SOLTERO;MASCULINO;9208,955224;UNIVERSITARIO;FAMILIAR;9;73;0,972447326;0
188;201708;0;0;15;0;2;8000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;30;CASADO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
189;201705;0;0;0;0;0;9319,55;0;4;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;13909,77612;TECNÓLOGO;FAMILIAR;0;0;0,536506591;0
190;201709;0;0;0;1;0;9520;0;7;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;14208,95522;UNIVERSITARIO;FAMILIAR;7;7;1,050420168;1
191;201701;0;0;0;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;44;0;0,487012987;0
192;201710;0;0;13;1;0;7270;0;5;EMPLEADO;TÉRMINO INDEFINIDO;41;SOLTERO;MASCULINO;10850,74627;BACHILLER;FAMILIAR;1;81;0,962861073;1
193;201710;0;0;0;1;0;7000;0;8;EMPLEADO;TÉRMINO INDEFINIDO;38;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;11;0;0,974025974;0
194;201708;0;0;17;0;2;7240;0;1;EMPLEADO;TÉRMINO INDEFINIDO;35;SOLTERO;MASCULINO;10805,97015;BACHILLER;FAMILIAR;0;0;0,552486188;0
195;201705;0;0;17;1;0;7000;0;1;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;FAMILIAR;4;32;0,857142857;2
196;201708;0;0;0;0;0;7770;0;4;EMPLEADO;TÉRMINO INDEFINIDO;31;SOLTERO;MASCULINO;11597,01493;BACHILLER;FAMILIAR;5;79;1,02960103;0
197;201708;0;0;0;1;0;7000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;31;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;FAMILIAR;8;0;1;0
198;201705;1;1;79;0;1;9980;0;5;EMPLEADO;TÉRMINO FIJO;31;OTROS;MASCULINO;14895,52239;BACHILLER;PROPIA;0;0;0,501002004;0
199;201706;0;0;28;0;2;8762,31;0;14;EMPLEADO;TÉRMINO INDEFINIDO;44;OTROS;MASCULINO;13078,07463;BACHILLER;PROPIA;0;0;0,456500626;0
200;201708;0;0;30;0;0;8696,91;0;3;EMPLEADO;TÉRMINO INDEFINIDO;38;CASADO;MASCULINO;12980,46269;OTROS;FAMILIAR;0;0;0,459933471;0
201;201706;0;0;30;1;2;8696,91;0;5;EMPLEADO;TÉRMINO INDEFINIDO;39;OTROS;MASCULINO;12980,46269;BACHILLER;PROPIA;22;22;1,034850309;1
202;201711;0;0;29;0;1;8206,81;0;1;EMPLEADO;TÉRMINO INDEFINIDO;37;OTROS;MASCULINO;12248,97015;BACHILLER;FAMILIAR;0;0;0,487400098;0
203;201710;0;0;18;1;3;8696,91;0;4;EMPLEADO;TÉRMINO INDEFINIDO;39;CASADO;MASCULINO;12980,46269;BACHILLER;FAMILIAR;5;18;1,034850309;1
204;201710;0;0;16;1;0;6160;0;0;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;68;OTROS;MASCULINO;9194,029851;BACHILLER;PROPIA;6;99;0,811688312;3
205;201711;0;0;17;1;0;7022,4;0;0;JUBILADOS/PENSIONADO;OTROS;66;CASADO;MASCULINO;10481,19403;TECNÓLOGO;PROPIA;1;46;0,996810207;1
206;201705;0;0;0;0;0;6160;0;5;JUBILADOS/PENSIONADO;OTROS;66;OTROS;MASCULINO;9194,029851;OTROS;FAMILIAR;34;59;0,974025974;0
207;201709;0;0;17;0;0;9737,22;0;10;JUBILADOS/PENSIONADO;OTROS;65;VIUDO;MASCULINO;14533,16418;TECNÓLOGO;PROPIA;6;6;1,026987169;1
208;201805;0;0;0;1;0;9000;0;1;EMPLEADO;TÉRMINO FIJO;67;SOLTERO;MASCULINO;13432,83582;UNIVERSITARIO;FAMILIAR;62;62;1;1
209;201708;0;0;18;0;1;8120,91;0;3;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;63;CASADO;MASCULINO;12120,76119;OTROS;PROPIA;0;0;0,985111275;0
210;201807;0;0;30;0;0;12000;0;22;JUBILADOS/PENSIONADO;OTROS;64;DIVORCIADO;MASCULINO;12582,08955;TECNÓLOGO;FAMILIAR;0;0;0,474495848;0
211;201711;0;0;29;0;0;7500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;63;SOLTERO;MASCULINO;11194,02985;TECNÓLOGO;FAMILIAR;0;0;0,533333333;0
212;201711;1;0;60;1;1;9000;0;0;JUBILADOS/PENSIONADO;OTROS;63;DIVORCIADO;MASCULINO;13432,83582;BACHILLER;PROPIA;35;35;0,888888889;1
213;201711;0;0;0;1;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;CASADO;MASCULINO;9194,029851;OTROS;FAMILIAR;14;34;0,649350649;2
214;201707;1;1;137;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;9194,029851;BACHILLER;PROPIA;0;0;0,487012987;0
215;201712;0;0;17;1;0;7500;0;2;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;11194,02985;TECNÓLOGO;FAMILIAR;4;0;1,066666667;0
216;201710;0;0;17;1;2;8696,91;0;2;EMPLEADO;TÉRMINO INDEFINIDO;33;OTROS;MASCULINO;12980,46269;BACHILLER;PROPIA;10;10;1,034850309;1
217;201711;1;1;79;0;1;8206,81;0;3;EMPLEADO;TÉRMINO INDEFINIDO;36;OTROS;MASCULINO;12248,97015;BACHILLER;PROPIA;0;0;0,487400098;0
218;201707;1;0;47;1;2;8696,91;0;3;EMPLEADO;TÉRMINO INDEFINIDO;34;OTROS;MASCULINO;12980,46269;BACHILLER;PROPIA;24;43;1,034850309;2
219;201806;0;0;0;1;1;8000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;52;CASADO;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;101;101;1;1
220;201705;0;0;0;0;0;6300;0;6;EMPLEADO;TÉRMINO INDEFINIDO;51;DIVORCIADO;MASCULINO;9402,985075;BACHILLER;FAMILIAR;25;0;0,952380952;0
221;201706;0;0;28;1;0;7715;0;5;EMPLEADO;TÉRMINO INDEFINIDO;60;CASADO;MASCULINO;11514,92537;TECNÓLOGO;FAMILIAR;41;0;1,036941024;0
222;201706;0;0;17;1;1;6920;0;14;EMPLEADO;TÉRMINO INDEFINIDO;51;CASADO;MASCULINO;10328,35821;ESPECIALIZACIÓN;FAMILIAR;1;19;1,011560694;3
223;201710;0;0;17;1;0;7000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;FAMILIAR;8;36;0,285714286;2
224;201709;1;1;77;1;0;8480;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;12656,71642;TECNÓLOGO;FAMILIAR;4;14;0,943396226;1
225;201712;0;0;0;1;0;6160;0;2;JUBILADOS/PENSIONADO;OTROS;34;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;12;22;0,974025974;1
226;201704;0;0;17;0;1;9500;0;2;EMPLEADO;TÉRMINO INDEFINIDO;37;SOLTERO;MASCULINO;14179,10448;BACHILLER;FAMILIAR;0;0;0,52631579;0
227;201710;1;0;48;1;4;9000;100000;9;EMPLEADO;TÉRMINO INDEFINIDO;33;CASADO;MASCULINO;13432,83582;BACHILLER;ALQUILADA;30;0;0,555555556;0
228;201807;1;1;168;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;38;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
229;201703;1;0;47;0;1;7500;0;6;EMPLEADO;TÉRMINO INDEFINIDO;30;CASADO;MASCULINO;11194,02985;BACHILLER;FAMILIAR;13;14;1,066666667;0
230;201705;0;0;28;0;0;6300;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;9402,985075;UNIVERSITARIO;FAMILIAR;0;0;0,476190476;0
231;201807;1;1;78;0;1;8714,08;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;43;CASADO;MASCULINO;13006,08955;BACHILLER;FAMILIAR;0;0;0,45902723;0
232;201705;1;0;46;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
233;201703;0;0;0;1;2;9405;0;8;EMPLEADO;TÉRMINO INDEFINIDO;34;CASADO;MASCULINO;14037,31343;TECNÓLOGO;FAMILIAR;8;8;0,956937799;1
234;201801;1;1;109;0;1;9000;0;3;EMPLEADO;TÉRMINO INDEFINIDO;35;OTROS;MASCULINO;13432,83582;BACHILLER;FAMILIAR;0;0;0,555555556;0
235;201801;0;0;17;1;0;8431,2;0;2;EMPLEADO;TÉRMINO INDEFINIDO;34;CASADO;MASCULINO;12583,8806;UNIVERSITARIO;FAMILIAR;27;27;0,948856628;1
236;201710;1;0;59;1;0;9000;0;3;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;13432,83582;TECNÓLOGO;FAMILIAR;5;15;0,777777778;1
237;201802;0;0;29;0;0;6160;0;0;EMPLEADO;TÉRMINO INDEFINIDO;46;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
238;201710;1;0;59;0;0;6880;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;34;SOLTERO;MASCULINO;10268,65672;BACHILLER;FAMILIAR;0;0;0,436046512;0
239;201712;1;0;48;0;0;8000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;36;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;0;0;0,5;0
240;201711;1;1;77;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;39;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
241;201709;1;1;77;0;0;8730;0;1;EMPLEADO;TÉRMINO INDEFINIDO;36;SOLTERO;MASCULINO;13029,85075;TECNÓLOGO;FAMILIAR;0;0;0,458190149;0
242;201707;0;0;0;1;3;7500;0;3;EMPLEADO;TÉRMINO INDEFINIDO;53;CASADO;MASCULINO;11194,02985;TECNÓLOGO;FAMILIAR;12;12;1,066666667;1
243;201708;0;0;0;1;1;6160;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;43;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;9;9;0,974025974;1
244;201710;0;0;28;1;0;6860;0;14;EMPLEADO;TÉRMINO INDEFINIDO;42;CASADO;MASCULINO;10238,80597;TECNÓLOGO;FAMILIAR;38;0;1,020408163;0
245;201803;0;0;29;0;1;6160;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;48;CASADO;MASCULINO;9194,029851;TECNÓLOGO;PROPIA;0;0;0,487012987;0
246;201712;0;0;0;0;1;8322;0;2;EMPLEADO;TÉRMINO INDEFINIDO;37;CASADO;MASCULINO;12420,89552;TECNÓLOGO;PROPIA;22;0;0,961307378;0
247;201711;0;0;0;0;1;8260,6;0;16;EMPLEADO;TÉRMINO INDEFINIDO;44;CASADO;MASCULINO;12329,25373;UNIVERSITARIO;PROPIA;3;3;0,968452655;1
248;201709;1;1;77;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;33;SOLTERO;MASCULINO;9194,029851;BACHILLER;PROPIA;0;0;0,487012987;0
249;201709;1;0;58;0;1;6160;0;5;EMPLEADO;TÉRMINO FIJO;32;CASADO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;48;70;0,974025974;0
250;201705;1;0;58;0;0;6360;0;3;EMPLEADO;TÉRMINO INDEFINIDO;31;SOLTERO;MASCULINO;9492,537313;UNIVERSITARIO;FAMILIAR;0;0;0,471698113;0
251;201707;1;1;78;0;1;6160;0;2;EMPLEADO;TÉRMINO FIJO;43;CASADO;MASCULINO;9194,029851;TECNÓLOGO;PROPIA;0;0;0,487012987;0
252;201707;0;0;0;0;1;9080;0;1;EMPLEADO;TÉRMINO INDEFINIDO;32;CASADO;MASCULINO;13552,23881;TECNÓLOGO;FAMILIAR;47;0;0,991189427;0
253;201712;1;1;78;1;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;59;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;62;62;0,974025974;1
254;201705;0;0;0;0;0;8145,5;0;5;EMPLEADO;TÉRMINO INDEFINIDO;59;OTROS;MASCULINO;12157,46269;TECNÓLOGO;PROPIA;0;0;0,491068688;0
255;201801;0;0;30;0;2;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;60;CASADO;MASCULINO;11940,29851;TECNÓLOGO;PROPIA;0;0;0,5;0
256;201712;0;0;0;1;1;8890;0;6;EMPLEADO;TÉRMINO INDEFINIDO;53;SOLTERO;MASCULINO;13268,65672;TECNÓLOGO;FAMILIAR;6;20;1,012373453;1
257;201705;1;1;91;1;0;6260;0;1;EMPLEADO;TÉRMINO INDEFINIDO;52;CASADO;MASCULINO;9343,283582;TECNÓLOGO;FAMILIAR;5;5;0,958466454;1
258;201708;0;0;0;1;0;6160;0;1;JUBILADOS/PENSIONADO;OTROS;49;SOLTERO;MASCULINO;9194,029851;ESPECIALIZACIÓN;FAMILIAR;3;4;0,974025974;2
259;201710;0;0;0;0;0;10000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;53;CASADO;MASCULINO;9850,746269;BACHILLER;FAMILIAR;4;0;0,909090909;0
260;201706;0;0;17;0;0;7000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;51;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;FAMILIAR;31;31;1;0
261;201711;0;0;0;1;0;7470;0;1;EMPLEADO;TÉRMINO INDEFINIDO;48;SOLTERO;MASCULINO;11149,25373;UNIVERSITARIO;FAMILIAR;21;57;0,93708166;1
262;201704;1;0;47;0;0;6800;0;1;EMPLEADO;TÉRMINO FIJO;47;SOLTERO;MASCULINO;10149,25373;TECNÓLOGO;FAMILIAR;0;0;0,441176471;0
263;201703;1;1;120;0;2;8000;0;4;EMPLEADO;OBRA, LABOR O MISIÓN;47;CASADO;MASCULINO;11940,29851;BACHILLER;PROPIA;0;0;0,5;0
264;201711;1;0;48;1;1;8000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;47;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;11;11;1;1
265;201703;0;0;17;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;40;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,974025974;0
266;201707;0;0;0;1;2;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;35;OTROS;MASCULINO;9194,029851;BACHILLER;PROPIA;4;0;0,974025974;0
267;201707;0;0;0;0;2;6160;0;2;EMPLEADO;TÉRMINO FIJO;45;CASADO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
268;201705;0;0;30;1;0;6574,67;0;2;EMPLEADO;TÉRMINO FIJO;45;CASADO;MASCULINO;9812,940299;TECNÓLOGO;FAMILIAR;6;0;1,06469222;0
269;201710;0;0;18;1;0;8000;0;6;EMPLEADO;TÉRMINO INDEFINIDO;39;SOLTERO;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;16;152;1;1
270;201709;1;0;46;1;0;8900;0;1;EMPLEADO;TÉRMINO FIJO;35;SOLTERO;MASCULINO;13283,58209;UNIVERSITARIO;FAMILIAR;50;109;1,011235955;1
271;201712;0;0;30;1;0;8149,54;0;2;EMPLEADO;TÉRMINO FIJO;35;CASADO;MASCULINO;12163,49254;TECNÓLOGO;FAMILIAR;4;0;0,981650498;0
272;201708;1;1;209;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;32;CASADO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
273;201705;0;0;17;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;32;VIUDO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;44;0;0,487012987;0
274;201703;0;0;0;1;0;9100;0;9;EMPLEADO;TÉRMINO FIJO;35;CASADO;MASCULINO;13582,08955;BACHILLER;FAMILIAR;9;9;0,769230769;1
275;201809;0;0;28;1;3;9000;0;4;EMPLEADO;TÉRMINO INDEFINIDO;36;CASADO;MASCULINO;12835,8209;BACHILLER;FAMILIAR;4;0;1,046511628;0
276;201701;1;1;181;0;0;8550;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;12761,19403;UNIVERSITARIO;FAMILIAR;0;0;0,467836257;0
277;201704;0;0;0;0;0;6160;0;29;EMPLEADO;TÉRMINO INDEFINIDO;50;OTROS;MASCULINO;9194,029851;OTROS;PROPIA;73;0;0,487012987;0
278;201712;1;0;48;0;1;9590;0;6;EMPLEADO;TÉRMINO INDEFINIDO;33;OTROS;FEMENINO;14313,43284;TECNÓLOGO;FAMILIAR;36;36;1,042752868;0
279;201705;1;1;79;0;0;6160;0;9;EMPLEADO;TÉRMINO INDEFINIDO;54;CASADO;MASCULINO;9194,029851;BACHILLER;PROPIA;0;0;0,974025974;0
280;201707;0;0;16;0;1;7980;0;1;EMPLEADO;TÉRMINO INDEFINIDO;38;CASADO;MASCULINO;11910,44776;UNIVERSITARIO;FAMILIAR;0;0;0,501253133;0
281;201706;0;0;15;1;1;9769,75;0;15;EMPLEADO;TÉRMINO INDEFINIDO;40;OTROS;MASCULINO;14581,71642;UNIVERSITARIO;FAMILIAR;14;79;1,023567645;1
282;201711;1;0;47;0;1;6168;0;4;EMPLEADO;TÉRMINO FIJO;63;OTROS;MASCULINO;9205,970149;OTROS;FAMILIAR;50;0;0,972762646;0
283;201805;0;0;0;0;0;9900;0;2;EMPLEADO;TÉRMINO FIJO;61;CASADO;MASCULINO;14776,1194;TECNÓLOGO;PROPIA;0;0;0,505050505;0
284;201712;0;0;0;1;0;9822,05;0;1;EMPLEADO;TÉRMINO INDEFINIDO;36;CASADO;MASCULINO;14659,77612;UNIVERSITARIO;FAMILIAR;5;8;1,018117399;1
285;201711;0;0;14;1;0;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;45;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;25;25;0,974025974;1
286;201708;0;0;13;1;2;8413,31;0;20;JUBILADOS/PENSIONADO;OTROS;67;CASADO;MASCULINO;12557,1791;TECNÓLOGO;PROPIA;27;106;0,95087427;1
287;201711;0;0;0;1;0;7379,86;0;3;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;65;OTROS;MASCULINO;11014,71642;BACHILLER;FAMILIAR;1;33;0,948527479;1
288;201705;1;1;77;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;52;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;2;2;0,487012987;1
289;201709;0;0;0;0;3;7560;0;3;EMPLEADO;TÉRMINO FIJO;46;CASADO;MASCULINO;11283,58209;BACHILLER;FAMILIAR;0;0;0,529100529;0
290;201708;1;1;77;0;0;6160;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;43;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
291;201712;1;1;77;0;2;6520;0;2;EMPLEADO;TÉRMINO INDEFINIDO;45;CASADO;MASCULINO;9731,343284;BACHILLER;PROPIA;0;0;0,460122699;0
292;201711;0;0;0;0;1;9000;150000;3;EMPLEADO;TÉRMINO INDEFINIDO;38;SOLTERO;MASCULINO;11417,91045;TECNÓLOGO;FAMILIAR;0;0;0,522875817;0
